"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"002616.SZ","长青集团","2013-05-31","40.6465","15.5033","38.0256","2.1156"
"002616.SZ","长青集团","2013-06-07","39.7239","15.5033","37.1625","2.0675"
"002616.SZ","长青集团","2013-06-14","39.7239","15.5033","37.1625","2.0675"
"002616.SZ","长青集团","2013-06-21","39.7239","15.5033","37.1625","2.0675"
"002616.SZ","长青集团","2013-06-28","36.8771","14.3923","34.4992","1.9194"
"002616.SZ","长青集团","2013-07-05","36.9562","14.4231","34.5732","1.9235"
"002616.SZ","长青集团","2013-07-12","34.6102","13.5075","32.3785","1.8014"
"002616.SZ","长青集团","2013-07-19","33.3449","13.0137","31.1948","1.7355"
"002616.SZ","长青集团","2013-07-26","37.1670","14.5054","34.7705","1.9345"
"002616.SZ","长青集团","2013-08-02","38.1424","14.8861","35.6829","1.9852"
"002616.SZ","长青集团","2013-08-09","37.0352","14.4540","34.6472","1.9276"
"002616.SZ","长青集团","2013-08-16","37.2988","14.5569","34.8938","1.9413"
"002616.SZ","长青集团","2013-08-23","34.7119","14.7626","35.3870","1.9688"
"002616.SZ","长青集团","2013-08-30","33.6234","14.2997","34.2773","1.9070"
"002616.SZ","长青集团","2013-09-06","35.7279","15.1947","36.4227","2.0264"
"002616.SZ","长青集团","2013-09-13","36.5745","15.5547","37.2858","2.0744"
"002616.SZ","长青集团","2013-09-18","36.8406","15.6679","37.5571","2.0895"
"002616.SZ","长青集团","2013-09-27","36.2117","15.4004","36.9159","2.0538"
"002616.SZ","长青集团","2013-09-30","36.7438","15.6268","37.4584","2.0840"
"002616.SZ","长青集团","2013-10-11","37.6388","16.0074","38.3708","2.1348"
"002616.SZ","长青集团","2013-10-18","39.6949","16.8818","40.4669","2.2514"
"002616.SZ","长青集团","2013-10-25","37.5028","16.9127","40.5409","2.2555"
"002616.SZ","长青集团","2013-11-01","35.6550","16.0794","38.5435","2.1444"
"002616.SZ","长青集团","2013-11-08","37.0693","16.7172","40.0724","2.2294"
"002616.SZ","长青集团","2013-11-15","45.9432","20.7191","49.6651","2.7631"
"002616.SZ","长青集团","2013-11-22","47.7681","21.5421","51.6379","2.8729"
"002616.SZ","长青集团","2013-11-29","53.0833","23.9391","57.3836","3.1925"
"002616.SZ","长青集团","2013-12-06","43.5023","19.6183","47.0265","2.6163"
"002616.SZ","长青集团","2013-12-13","44.8710","20.2356","48.5061","2.6986"
"002616.SZ","长青集团","2013-12-20","40.1489","18.1061","43.4015","2.4146"
"002616.SZ","长青集团","2013-12-27","41.9739","18.9291","45.3743","2.5244"
"002616.SZ","长青集团","2014-01-03","42.4986","19.1657","69.2006","2.5824"
"002616.SZ","长青集团","2014-01-10","39.3049","17.7254","64.0003","2.3884"
"002616.SZ","长青集团","2014-01-17","40.9702","18.4764","66.7119","2.4896"
"002616.SZ","长青集团","2014-01-24","43.4567","19.5977","70.7607","2.6406"
"002616.SZ","长青集团","2014-01-30","41.8598","18.8776","68.1605","2.5436"
"002616.SZ","长青集团","2014-02-07","42.3845","19.1142","69.0149","2.5755"
"002616.SZ","长青集团","2014-02-14","45.7379","20.6265","74.4751","2.7793"
"002616.SZ","长青集团","2014-02-21","44.2551","19.9578","72.0607","2.6892"
"002616.SZ","长青集团","2014-02-28","41.0158","18.4970","66.7862","2.4923"
"002616.SZ","长青集团","2014-03-07","44.5973","20.1121","72.6179","2.7100"
"002616.SZ","长青集团","2014-03-14","40.8789","18.4353","66.5633","2.4840"
"002616.SZ","长青集团","2014-03-21","41.4492","18.6924","67.4919","2.5187"
"002616.SZ","长青集团","2014-03-28","61.9202","17.1493","61.9202","2.3107"
"002616.SZ","长青集团","2014-04-04","63.7403","17.6534","63.7403","2.3787"
"002616.SZ","长青集团","2014-04-11","62.8489","17.4065","62.8489","2.3454"
"002616.SZ","长青集团","2014-04-18","63.4432","17.5711","63.4432","2.3676"
"002616.SZ","长青集团","2014-04-25","78.7183","15.9765","57.6857","2.1527"
"002616.SZ","长青集团","2014-04-30","78.4142","15.9148","57.4629","2.1444"
"002616.SZ","长青集团","2014-05-09","76.7922","15.5856","56.2742","2.1000"
"002616.SZ","长青集团","2014-05-16","73.7509","15.0266","54.0456","2.0169"
"002616.SZ","长青集团","2014-05-23","78.3861","15.8631","57.4423","2.1436"
"002616.SZ","长青集团","2014-05-30","78.6923","15.9251","57.6667","2.1520"
"002616.SZ","长青集团","2014-06-06","81.0398","16.4001","59.3869","2.2162"
"002616.SZ","长青集团","2014-06-13","83.1831","16.8339","60.9576","2.2748"
"002616.SZ","长青集团","2014-06-20","81.7032","16.5344","59.8731","2.2343"
"002616.SZ","长青集团","2014-06-27","86.0410","17.4122","63.0519","2.3530"
"002616.SZ","长青集团","2014-07-04","85.2244","17.2470","62.4535","2.3306"
"002616.SZ","长青集团","2014-07-11","89.2050","18.0525","65.3705","2.4395"
"002616.SZ","长青集团","2014-07-18","85.9899","17.4019","63.0145","2.3516"
"002616.SZ","长青集团","2014-07-25","86.5513","17.5155","63.4259","2.3669"
"002616.SZ","长青集团","2014-08-01","91.7056","18.5586","67.2030","2.5079"
"002616.SZ","长青集团","2014-08-08","90.0215","18.2178","65.9689","2.4618"
"002616.SZ","长青集团","2014-08-15","90.0725","18.2281","66.0063","2.4632"
"002616.SZ","长青集团","2014-08-22","74.8550","19.1472","69.3346","2.5874"
"002616.SZ","长青集团","2014-08-29","72.3518","18.5069","67.0160","2.5009"
"002616.SZ","长青集团","2014-09-05","75.9855","19.4364","70.3818","2.6265"
"002616.SZ","长青集团","2014-09-12","81.1535","20.7583","75.1686","2.8051"
"002616.SZ","长青集团","2014-09-19","77.6812","19.8702","71.9524","2.6851"
"002616.SZ","长青集团","2014-09-26","82.4455","21.0888","76.3653","2.8498"
"002616.SZ","长青集团","2014-09-30","85.0698","21.7601","78.7962","2.9405"
"002616.SZ","长青集团","2014-10-10","83.1722","21.2747","77.0385","2.8749"
"002616.SZ","长青集团","2014-10-17","92.2566","23.5984","85.4529","3.1889"
"002616.SZ","长青集团","2014-10-24","93.2659","23.8566","86.3878","3.2238"
"002616.SZ","长青集团","2014-10-31","63.1270","24.7138","89.4918","3.3397"
"002616.SZ","长青集团","2014-11-07","70.4870","27.5952","99.9256","3.7290"
"002616.SZ","长青集团","2014-11-14","63.3117","24.7861","89.7536","3.3494"
"002616.SZ","长青集团","2014-11-21","66.6619","26.0977","94.5030","3.5267"
"002616.SZ","长青集团","2014-11-28","66.3454","25.9737","94.0543","3.5099"
"002616.SZ","长青集团","2014-12-05","71.6741","28.0599","101.6085","3.7918"
"002616.SZ","长青集团","2014-12-12","80.6433","31.5713","114.3236","4.2663"
"002616.SZ","长青集团","2014-12-19","73.8372","28.9068","104.6751","3.9063"
"002616.SZ","长青集团","2014-12-26","72.0962","28.2251","102.2069","3.8142"
"002616.SZ","长青集团","2014-12-31","67.4006","26.3868","60.6354","2.2904"
"002616.SZ","长青集团","2015-01-09","79.2225","26.4178","71.2708","2.6921"
"002616.SZ","长青集团","2015-01-16","82.8151","27.6158","74.5028","2.8142"
"002616.SZ","长青集团","2015-01-23","87.8943","29.3095","79.0721","2.9868"
"002616.SZ","长青集团","2015-01-30","87.0271","29.0204","78.2920","2.9573"
"002616.SZ","长青集团","2015-02-06","91.0533","30.3629","81.9141","3.0941"
"002616.SZ","长青集团","2015-02-13","96.0395","32.0257","86.3998","3.2636"
"002616.SZ","长青集团","2015-02-17","98.1455","32.7280","88.2944","3.3351"
"002616.SZ","长青集团","2015-02-27","100.3444","33.4612","90.2726","3.4099"
"002616.SZ","长青集团","2015-03-06","107.2199","35.7539","96.4580","3.6435"
"002616.SZ","长青集团","2015-03-13","104.2467","34.7625","93.7832","3.5425"
"002616.SZ","长青集团","2015-03-20","111.8964","37.3134","100.6651","3.8024"
"002616.SZ","长青集团","2015-03-27","109.6645","40.6492","109.6645","4.1424"
"002616.SZ","长青集团","2015-04-03","121.3944","44.9971","121.3944","4.5854"
"002616.SZ","长青集团","2015-04-10","123.0661","45.6167","123.0661","4.6486"
"002616.SZ","长青集团","2015-04-17","119.4162","44.2638","119.4162","4.5107"
"002616.SZ","长青集团","2015-04-24","119.4162","44.2638","119.4162","4.5107"
"002616.SZ","长青集团","2015-04-30","80.3571","44.2638","118.4689","4.4749"
"002616.SZ","长青集团","2015-05-08","103.9427","57.2556","153.2406","5.7884"
"002616.SZ","长青集团","2015-05-15","105.8325","58.2966","156.0268","5.8936"
"002616.SZ","长青集团","2015-05-22","105.8325","58.2966","156.0268","5.8936"
"002616.SZ","长青集团","2015-05-29","128.0574","70.5389","188.7924","7.1313"
"002616.SZ","长青集团","2015-06-05","132.0639","72.7459","194.6991","7.3544"
"002616.SZ","长青集团","2015-06-12","136.1082","74.9736","200.6616","7.5796"
"002616.SZ","长青集团","2015-06-19","99.5204","54.8197","146.7209","5.5421"
"002616.SZ","长青集团","2015-06-26","109.0453","60.0664","160.7633","6.0725"
"002616.SZ","长青集团","2015-07-03","104.8876","57.7761","154.6337","5.8410"
"002616.SZ","长青集团","2015-07-10","85.5027","46.8039","126.0549","4.7615"
"002616.SZ","长青集团","2015-07-17","87.1055","46.8039","128.4179","4.8507"
"002616.SZ","长青集团","2015-07-24","87.2658","46.8039","128.6542","4.8597"
"002616.SZ","长青集团","2015-07-31","105.5885","56.6310","155.6671","5.8800"
"002616.SZ","长青集团","2015-08-07","103.9581","55.7566","153.2634","5.7892"
"002616.SZ","长青集团","2015-08-14","116.0309","62.2317","171.0621","6.4615"
"002616.SZ","长青集团","2015-08-21","109.3152","58.6298","161.1612","6.0875"
"002616.SZ","长青集团","2015-08-28","94.7285","53.0499","145.8234","5.5082"
"002616.SZ","长青集团","2015-09-02","76.5859","42.8897","117.8949","4.4532"
"002616.SZ","长青集团","2015-09-11","84.0214","47.0537","129.3410","4.8856"
"002617.SZ","露笑科技","2011-09-23","42.0556","20.4000","42.0556","7.9890"
"002617.SZ","露笑科技","2011-09-30","36.8398","17.8700","36.8398","6.9982"
"002617.SZ","露笑科技","2011-10-14","40.7774","19.7800","40.7774","7.7462"
"002617.SZ","露笑科技","2011-10-21","41.5608","20.1600","41.5608","7.8950"
"002617.SZ","露笑科技","2011-10-28","47.6613","23.3500","48.1371","9.1443"
"002617.SZ","露笑科技","2011-11-04","45.6609","22.3700","46.1168","8.7605"
"002617.SZ","露笑科技","2011-11-11","43.7014","21.4100","44.1377","8.3845"
"002617.SZ","露笑科技","2011-11-18","43.4156","21.2700","43.8491","8.3297"
"002617.SZ","露笑科技","2011-11-25","39.1904","19.2000","39.5817","7.5191"
"002617.SZ","露笑科技","2011-12-02","36.2716","17.7700","36.6337","6.9590"
"002617.SZ","露笑科技","2011-12-09","36.7002","17.9800","37.0666","7.0413"
"002617.SZ","露笑科技","2011-12-16","33.4343","16.3800","33.7681","6.4147"
"002617.SZ","露笑科技","2011-12-23","30.5767","14.9800","30.8820","5.8664"
"002617.SZ","露笑科技","2011-12-30","27.9640","13.7000","28.2432","5.3652"
"002617.SZ","露笑科技","2012-01-06","24.6573","12.0800","27.3875","1.6971"
"002617.SZ","露笑科技","2012-01-13","26.1678","12.8200","29.0652","1.8011"
"002617.SZ","露笑科技","2012-01-20","27.3517","13.4000","30.3801","1.8825"
"002617.SZ","露笑科技","2012-02-03","29.1887","14.3000","32.4206","2.0090"
"002617.SZ","露笑科技","2012-02-10","29.9848","14.6900","33.3048","2.0638"
"002617.SZ","露笑科技","2012-02-17","30.5767","14.9800","33.9623","2.1045"
"002617.SZ","露笑科技","2012-02-24","32.0259","15.6900","35.5720","2.2043"
"002617.SZ","露笑科技","2012-03-02","31.6381","15.5000","35.1412","2.1776"
"002617.SZ","露笑科技","2012-03-09","31.4952","15.4300","34.9825","2.1677"
"002617.SZ","露笑科技","2012-03-16","30.2909","14.8400","33.6449","2.0848"
"002617.SZ","露笑科技","2012-03-23","28.6988","14.0600","31.8765","1.9753"
"002617.SZ","露笑科技","2012-03-30","25.0860","12.2900","27.8636","1.7266"
"002617.SZ","露笑科技","2012-04-06","26.3311","12.9000","29.2465","1.8123"
"002617.SZ","露笑科技","2012-04-13","27.3517","13.4000","30.3801","1.8825"
"002617.SZ","露笑科技","2012-04-20","28.2294","13.8300","31.3550","1.9430"
"002617.SZ","露笑科技","2012-04-27","31.4568","12.7400","28.8838","1.7898"
"002617.SZ","露笑科技","2012-05-04","36.5185","14.7900","33.5315","2.0778"
"002617.SZ","露笑科技","2012-05-11","35.1111","14.2200","32.2392","1.9977"
"002617.SZ","露笑科技","2012-05-18","32.5926","13.2000","29.9267","1.8544"
"002617.SZ","露笑科技","2012-05-25","32.4938","13.1600","29.8360","1.8488"
"002617.SZ","露笑科技","2012-06-01","34.0247","13.8834","31.2417","1.9359"
"002617.SZ","露笑科技","2012-06-08","31.6790","12.9262","29.0878","1.8025"
"002617.SZ","露笑科技","2012-06-15","32.5679","13.2889","29.9040","1.8530"
"002617.SZ","露笑科技","2012-06-21","31.6543","12.9162","29.0652","1.8011"
"002617.SZ","露笑科技","2012-06-29","30.9383","12.6240","28.4077","1.7603"
"002617.SZ","露笑科技","2012-07-06","30.8148","12.5736","28.2943","1.7533"
"002617.SZ","露笑科技","2012-07-13","29.2593","11.9389","26.8660","1.6648"
"002617.SZ","露笑科技","2012-07-20","27.6049","11.2639","25.3470","1.5707"
"002617.SZ","露笑科技","2012-07-27","27.4568","11.2034","25.2110","1.5622"
"002617.SZ","露笑科技","2012-08-03","26.0494","10.6291","23.9187","1.4821"
"002617.SZ","露笑科技","2012-08-10","28.0494","11.4452","25.7551","1.5959"
"002617.SZ","露笑科技","2012-08-17","27.3827","11.1732","25.1430","1.5580"
"002617.SZ","露笑科技","2012-08-24","27.4815","11.2135","25.2336","1.5636"
"002617.SZ","露笑科技","2012-08-31","34.4334","10.8306","24.3721","1.5102"
"002617.SZ","露笑科技","2012-09-07","38.1810","12.0094","27.0247","1.6746"
"002617.SZ","露笑科技","2012-09-14","37.7646","11.8784","26.7300","1.6564"
"002617.SZ","露笑科技","2012-09-21","34.1130","10.7299","24.1454","1.4962"
"002617.SZ","露笑科技","2012-09-28","34.5935","10.8810","24.4855","1.5173"
"002617.SZ","露笑科技","2012-10-12","36.5474","11.4956","25.8685","1.6030"
"002617.SZ","露笑科技","2012-10-19","38.1810","12.0094","27.0247","1.6746"
"002617.SZ","露笑科技","2012-10-26","32.1991","11.6467","26.2085","1.6240"
"002617.SZ","露笑科技","2012-11-02","33.6754","12.1807","27.4101","1.6985"
"002617.SZ","露笑科技","2012-11-09","29.5252","10.6795","24.0320","1.4892"
"002617.SZ","露笑科技","2012-11-16","28.7452","10.3974","23.3972","1.4498"
"002617.SZ","露笑科技","2012-11-23","29.3023","10.5989","23.8507","1.4779"
"002617.SZ","露笑科技","2012-11-30","25.9599","9.3899","21.1301","1.3093"
"002617.SZ","露笑科技","2012-12-07","26.4334","9.5612","21.5155","1.3332"
"002617.SZ","露笑科技","2012-12-14","27.3525","9.8937","22.2636","1.3796"
"002617.SZ","露笑科技","2012-12-21","28.6338","10.3571","23.3065","1.4442"
"002617.SZ","露笑科技","2012-12-28","32.0042","11.5762","26.0498","1.6142"
"002617.SZ","露笑科技","2013-01-04","31.7813","11.4956","36.4821","1.5573"
"002617.SZ","露笑科技","2013-01-11","31.0014","11.2135","35.5868","1.5190"
"002617.SZ","露笑科技","2013-01-18","33.1462","11.9893","38.0488","1.6241"
"002617.SZ","露笑科技","2013-01-25","31.0293","11.2236","35.6188","1.5204"
"002617.SZ","露笑科技","2013-02-01","31.9484","11.5560","36.6739","1.5654"
"002617.SZ","露笑科技","2013-02-08","32.7562","11.8482","37.6012","1.6050"
"002617.SZ","露笑科技","2013-02-22","32.8676","11.8885","37.7291","1.6105"
"002617.SZ","露笑科技","2013-03-01","34.7895","12.5837","39.9352","1.7047"
"002617.SZ","露笑科技","2013-03-08","33.2019","12.0094","38.1127","1.6269"
"002617.SZ","露笑科技","2013-03-15","32.0320","11.5863","36.7698","1.5695"
"002617.SZ","露笑科技","2013-03-22","33.3690","12.0699","38.3046","1.6351"
"002617.SZ","露笑科技","2013-03-29","31.3357","11.3344","35.9705","1.5354"
"002617.SZ","露笑科技","2013-04-03","31.7535","11.4855","36.4501","1.5559"
"002617.SZ","露笑科技","2013-04-12","33.4804","12.1102","38.4325","1.6405"
"002617.SZ","露笑科技","2013-04-19","34.2603","12.3923","39.3277","1.6787"
"002617.SZ","露笑科技","2013-04-26","36.9743","12.7348","40.4148","1.7251"
"002617.SZ","露笑科技","2013-05-03","36.2430","12.4829","39.6155","1.6910"
"002617.SZ","露笑科技","2013-05-10","40.6893","14.0144","44.4755","1.8985"
"002617.SZ","露笑科技","2013-05-17","42.6491","14.6894","46.6178","1.9899"
"002617.SZ","露笑科技","2013-05-24","43.6437","15.0319","47.7049","2.0363"
"002617.SZ","露笑科技","2013-05-31","43.0879","14.9425","47.0974","2.0104"
"002617.SZ","露笑科技","2013-06-07","37.8665","13.1317","41.3900","1.7668"
"002617.SZ","露笑科技","2013-06-14","37.9104","13.1470","41.4380","1.7688"
"002617.SZ","露笑科技","2013-06-21","34.9267","12.1122","38.1767","1.6296"
"002617.SZ","露笑科技","2013-06-28","35.8481","12.4318","39.1839","1.6726"
"002617.SZ","露笑科技","2013-07-05","35.6726","12.3709","38.9920","1.6644"
"002617.SZ","露笑科技","2013-07-12","36.8134","12.7666","40.2390","1.7176"
"002617.SZ","露笑科技","2013-07-19","37.7787","13.1013","41.2941","1.7627"
"002617.SZ","露笑科技","2013-07-26","40.1481","13.9230","43.8840","1.8732"
"002617.SZ","露笑科技","2013-08-02","41.4644","14.3795","45.3228","1.9346"
"002617.SZ","露笑科技","2013-08-09","41.6838","14.4556","45.5626","1.9449"
"002617.SZ","露笑科技","2013-08-16","38.3491","13.2991","41.9176","1.7893"
"002617.SZ","露笑科技","2013-08-23","41.6838","14.4556","45.5626","1.9449"
"002617.SZ","露笑科技","2013-08-30","31.0866","13.5578","42.7329","1.8241"
"002617.SZ","露笑科技","2013-09-06","31.9937","13.9534","43.9799","1.8773"
"002617.SZ","露笑科技","2013-09-13","34.6104","15.0947","47.5770","2.0308"
"002617.SZ","露笑科技","2013-09-18","32.4473","14.1512","44.6034","1.9039"
"002617.SZ","露笑科技","2013-09-27","32.2030","14.0447","44.2677","1.8896"
"002617.SZ","露笑科技","2013-09-30","32.1333","14.0143","44.1718","1.8855"
"002617.SZ","露笑科技","2013-10-11","33.3195","14.5317","45.8024","1.9551"
"002617.SZ","露笑科技","2013-10-18","32.5868","14.2121","44.7953","1.9121"
"002617.SZ","露笑科技","2013-10-25","33.1451","14.4556","45.5626","1.9449"
"002617.SZ","露笑科技","2013-11-01","28.9901","12.5383","39.5196","1.6869"
"002617.SZ","露笑科技","2013-11-08","27.7939","12.0210","37.8889","1.6173"
"002617.SZ","露笑科技","2013-11-15","29.7641","12.8731","40.5747","1.7320"
"002617.SZ","露笑科技","2013-11-22","30.3974","13.1470","41.4380","1.7688"
"002617.SZ","露笑科技","2013-11-29","32.7194","14.1512","44.6034","1.9039"
"002617.SZ","露笑科技","2013-12-06","43.2741","18.7162","58.9916","2.5181"
"002617.SZ","露笑科技","2013-12-13","54.0046","23.3572","73.6196","3.1425"
"002617.SZ","露笑科技","2013-12-20","44.9980","19.4618","61.3417","2.6184"
"002617.SZ","露笑科技","2013-12-27","43.0278","18.6097","58.6559","2.5038"
"002617.SZ","露笑科技","2014-01-03","45.6313","19.7357","61.2596","2.6060"
"002617.SZ","露笑科技","2014-01-10","38.9818","16.8598","52.3328","2.2263"
"002617.SZ","露笑科技","2014-01-17","45.7720","19.7965","61.4486","2.6141"
"002617.SZ","露笑科技","2014-01-24","48.7273","21.0747","65.4160","2.7828"
"002617.SZ","露笑科技","2014-01-30","52.1752","22.5659","70.0448","2.9797"
"002617.SZ","露笑科技","2014-02-07","56.6081","24.4832","75.9960","3.2329"
"002617.SZ","露笑科技","2014-02-14","53.8287","23.2811","72.2646","3.0742"
"002617.SZ","露笑科技","2014-02-21","53.1954","23.0072","71.4145","3.0380"
"002617.SZ","露笑科技","2014-02-28","51.0493","22.0790","68.5333","2.9154"
"002617.SZ","露笑科技","2014-03-07","55.4119","23.9658","74.3901","3.1646"
"002617.SZ","露笑科技","2014-03-14","50.0994","21.6681","67.2581","2.8612"
"002617.SZ","露笑科技","2014-03-21","55.1656","23.8593","74.0595","3.1505"
"002617.SZ","露笑科技","2014-03-28","52.5973","22.7485","70.6115","3.0039"
"002617.SZ","露笑科技","2014-04-04","70.0477","30.2958","94.0385","4.0004"
"002617.SZ","露笑科技","2014-04-11","93.2327","40.3234","125.1643","5.3246"
"002617.SZ","露笑科技","2014-04-18","86.7240","37.5084","116.4264","4.9528"
"002617.SZ","露笑科技","2014-04-25","72.8271","31.4979","97.7698","4.1592"
