"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"002408.SZ","齐翔腾达","2011-06-03","28.8955","54.6154","33.4951","5.4035"
"002408.SZ","齐翔腾达","2011-06-10","28.5309","53.9261","33.0724","5.3353"
"002408.SZ","齐翔腾达","2011-06-17","28.8092","54.4522","33.3950","5.3873"
"002408.SZ","齐翔腾达","2011-06-24","29.4617","55.6856","34.1515","5.5094"
"002408.SZ","齐翔腾达","2011-07-01","29.8552","56.4293","34.6075","5.5829"
"002408.SZ","齐翔腾达","2011-07-08","34.5672","65.3353","40.0696","6.4641"
"002408.SZ","齐翔腾达","2011-07-15","35.4405","66.9859","41.0819","6.6274"
"002408.SZ","齐翔腾达","2011-07-22","33.1468","62.6508","38.4232","6.1985"
"002408.SZ","齐翔腾达","2011-07-29","31.2371","59.0412","36.2094","5.8414"
"002408.SZ","齐翔腾达","2011-08-05","31.1603","58.8961","36.1204","5.8270"
"002408.SZ","齐翔腾达","2011-08-12","29.1354","55.0689","33.7732","5.4484"
"002408.SZ","齐翔腾达","2011-08-19","27.6864","52.3299","32.0935","5.1774"
"002408.SZ","齐翔腾达","2011-08-26","28.8284","54.4884","33.4173","5.3909"
"002408.SZ","齐翔腾达","2011-09-02","21.1090","51.6225","31.6596","5.1074"
"002408.SZ","齐翔腾达","2011-09-09","22.1177","54.0894","33.1725","5.3514"
"002408.SZ","齐翔腾达","2011-09-16","22.2734","54.4703","33.4061","5.3891"
"002408.SZ","齐翔腾达","2011-09-23","22.2957","54.5247","33.4395","5.3945"
"002408.SZ","齐翔腾达","2011-09-30","20.3227","49.6998","30.4804","4.9172"
"002408.SZ","齐翔腾达","2011-10-14","20.3598","49.7905","30.5361","4.9261"
"002408.SZ","齐翔腾达","2011-10-21","16.8460","40.0864","24.5846","3.9660"
"002408.SZ","齐翔腾达","2011-10-28","17.8294","42.4262","26.0196","4.1975"
"002408.SZ","齐翔腾达","2011-11-04","18.4239","43.8411","26.8873","4.3375"
"002408.SZ","齐翔腾达","2011-11-11","17.7150","42.1542","25.8528","4.1706"
"002408.SZ","齐翔腾达","2011-11-18","16.7774","39.9231","24.4845","3.9499"
"002408.SZ","齐翔腾达","2011-11-25","15.7560","37.4925","22.9938","3.7094"
"002408.SZ","齐翔腾达","2011-12-02","14.8260","35.2796","21.6367","3.4905"
"002408.SZ","齐翔腾达","2011-12-09","14.3153","34.0643","20.8913","3.3702"
"002408.SZ","齐翔腾达","2011-12-16","13.3701","31.8151","19.5119","3.1477"
"002408.SZ","齐翔腾达","2011-12-23","13.4616","32.0328","19.6454","3.1692"
"002408.SZ","齐翔腾达","2011-12-30","13.8961","33.0667","20.2795","3.2715"
"002408.SZ","齐翔腾达","2012-01-06","14.5745","34.6811","17.6393","3.0507"
"002408.SZ","齐翔腾达","2012-01-13","14.4983","34.4997","17.5470","3.0348"
"002408.SZ","齐翔腾达","2012-01-20","15.2377","36.2591","18.4419","3.1896"
"002408.SZ","齐翔腾达","2012-02-03","16.9985","40.4491","20.5730","3.5581"
"002408.SZ","齐翔腾达","2012-02-10","17.4559","41.5375","21.1266","3.6539"
"002408.SZ","齐翔腾达","2012-02-17","17.9971","42.8253","21.7816","3.7672"
"002408.SZ","齐翔腾达","2012-02-24","17.9513","42.7165","21.7262","3.7576"
"002408.SZ","齐翔腾达","2012-03-02","17.3796","41.3561","21.0343","3.6379"
"002408.SZ","齐翔腾达","2012-03-09","19.5064","46.4167","23.6082","4.0831"
"002408.SZ","齐翔腾达","2012-03-16","18.1495","43.1881","21.9661","3.7991"
"002408.SZ","齐翔腾达","2012-03-23","17.6388","41.9728","21.3480","3.6922"
"002408.SZ","齐翔腾达","2012-03-30","15.4130","36.6763","18.6541","3.2263"
"002408.SZ","齐翔腾达","2012-04-06","16.0533","38.1999","19.4291","3.3603"
"002408.SZ","齐翔腾达","2012-04-13","16.6250","39.5603","20.1210","3.4800"
"002408.SZ","齐翔腾达","2012-04-20","23.2624","39.6692","20.1763","3.4895"
"002408.SZ","齐翔腾达","2012-04-27","21.7626","37.1116","18.8755","3.2646"
"002408.SZ","齐翔腾达","2012-05-04","23.1880","39.5422","20.1117","3.4784"
"002408.SZ","齐翔腾达","2012-05-11","22.8263","38.9255","19.7981","3.4241"
"002408.SZ","齐翔腾达","2012-05-18","21.4329","36.5493","18.5895","3.2151"
"002408.SZ","齐翔腾达","2012-05-25","21.4010","36.4949","18.5618","3.2103"
"002408.SZ","齐翔腾达","2012-06-01","22.4540","38.2906","19.4752","3.3683"
"002408.SZ","齐翔腾达","2012-06-08","22.0286","37.5651","19.1062","3.3044"
"002408.SZ","齐翔腾达","2012-06-15","21.0989","36.4892","18.2998","3.1650"
"002408.SZ","齐翔腾达","2012-06-21","20.3841","35.2531","17.6799","3.0578"
"002408.SZ","齐翔腾达","2012-06-29","20.7543","35.8932","18.0009","3.1133"
"002408.SZ","齐翔腾达","2012-07-06","22.2604","38.4980","19.3073","3.3392"
"002408.SZ","齐翔腾达","2012-07-13","22.6944","39.2486","19.6837","3.4043"
"002408.SZ","齐翔腾达","2012-07-20","23.2816","40.2640","20.1929","3.4924"
"002408.SZ","齐翔腾达","2012-07-27","21.5712","37.3060","18.7095","3.2358"
"002408.SZ","齐翔腾达","2012-08-03","21.1244","36.5334","18.3220","3.1688"
"002408.SZ","齐翔腾达","2012-08-10","21.9541","37.9682","19.0416","3.2933"
"002408.SZ","齐翔腾达","2012-08-17","28.1715","34.6791","17.3920","3.0080"
"002408.SZ","齐翔腾达","2012-08-24","28.6378","35.2531","17.6799","3.0578"
"002408.SZ","齐翔腾达","2012-08-31","25.7507","31.6991","15.8975","2.7495"
"002408.SZ","齐翔腾达","2012-09-07","27.4184","33.7520","16.9271","2.9276"
"002408.SZ","齐翔腾达","2012-09-14","29.5882","36.4230","18.2666","3.1592"
"002408.SZ","齐翔腾达","2012-09-21","28.1895","34.7012","17.4031","3.0099"
"002408.SZ","齐翔腾达","2012-09-28","25.7686","31.7211","15.9086","2.7514"
"002408.SZ","齐翔腾达","2012-10-12","27.3825","33.7079","16.9049","2.9237"
"002408.SZ","齐翔腾达","2012-10-19","27.4363","33.7741","16.9381","2.9295"
"002408.SZ","齐翔腾达","2012-10-26","25.3203","31.1693","15.6318","2.7036"
"002408.SZ","齐翔腾达","2012-11-02","24.0177","31.7874","15.9418","2.7572"
"002408.SZ","齐翔腾达","2012-11-09","23.9510","31.6991","15.8975","2.7495"
"002408.SZ","齐翔腾达","2012-11-16","22.7334","30.0876","15.0893","2.6097"
"002408.SZ","齐翔腾达","2012-11-23","23.7675","31.4562","15.7757","2.7284"
"002408.SZ","齐翔腾达","2012-11-30","21.2657","28.1451","14.1151","2.4412"
"002408.SZ","齐翔腾达","2012-12-07","22.5166","29.8007","14.9454","2.5848"
"002408.SZ","齐翔腾达","2012-12-14","23.7508","31.4342","15.7647","2.7265"
"002408.SZ","齐翔腾达","2012-12-21","24.9517","33.0235","16.5617","2.8644"
"002408.SZ","齐翔腾达","2012-12-28","27.0032","35.7387","17.9234","3.0999"
"002408.SZ","齐翔腾达","2013-01-04","27.9539","36.9970","29.6447","3.0263"
"002408.SZ","齐翔腾达","2013-01-11","26.6863","35.3193","28.3004","2.8891"
"002408.SZ","齐翔腾达","2013-01-18","27.5870","36.5113","29.2555","2.9866"
"002408.SZ","齐翔腾达","2013-01-25","27.1867","35.9815","28.8310","2.9432"
"002408.SZ","齐翔腾达","2013-02-01","28.3542","37.5268","30.0692","3.0696"
"002408.SZ","齐翔腾达","2013-02-08","31.0729","41.1249","32.9523","3.3640"
"002408.SZ","齐翔腾达","2013-02-22","29.7719","39.4031","31.5726","3.2231"
"002408.SZ","齐翔腾达","2013-03-01","30.1388","39.8887","31.9617","3.2628"
"002408.SZ","齐翔腾达","2013-03-08","28.6211","37.8799","30.3522","3.0985"
"002408.SZ","齐翔腾达","2013-03-15","27.0366","35.7829","28.6718","2.9270"
"002408.SZ","齐翔腾达","2013-03-22","26.9532","35.6725","28.5834","2.9180"
"002408.SZ","齐翔腾达","2013-03-29","26.1526","34.6129","27.7344","2.8313"
"002408.SZ","齐翔腾达","2013-04-03","26.2693","34.7674","27.8582","2.8439"
"002408.SZ","齐翔腾达","2013-04-12","26.0025","34.4142","27.5752","2.8150"
"002408.SZ","齐翔腾达","2013-04-19","26.2026","34.6791","27.7874","2.8367"
"002408.SZ","齐翔腾达","2013-04-26","25.6243","34.2156","27.4160","2.7988"
"002408.SZ","齐翔腾达","2013-05-03","24.8639","33.2001","26.6024","2.7157"
"002408.SZ","齐翔腾达","2013-05-10","25.4921","34.0390","27.2745","2.7843"
"002408.SZ","齐翔腾达","2013-05-17","25.7235","34.3480","27.5221","2.8096"
"002408.SZ","齐翔腾达","2013-05-24","26.4179","35.2751","28.2650","2.8855"
"002408.SZ","齐翔腾达","2013-05-31","25.6243","34.2156","27.4160","2.7988"
"002408.SZ","齐翔腾达","2013-06-07","24.1034","32.1847","25.7887","2.6327"
"002408.SZ","齐翔腾达","2013-06-14","23.3595","31.1914","24.9928","2.5514"
"002408.SZ","齐翔腾达","2013-06-21","22.3180","29.8007","23.8785","2.4376"
"002408.SZ","齐翔腾达","2013-06-28","18.9289","25.6062","20.2525","2.0675"
"002408.SZ","齐翔腾达","2013-07-05","19.8051","26.7915","21.1899","2.1632"
"002408.SZ","齐翔腾达","2013-07-12","19.5241","26.4113","20.8892","2.1325"
"002408.SZ","齐翔腾达","2013-07-19","19.9043","26.9256","21.2960","2.1740"
"002408.SZ","齐翔腾达","2013-07-26","20.7805","28.1109","22.2335","2.2697"
"002408.SZ","齐翔腾达","2013-08-02","20.6483","27.9320","22.0920","2.2553"
"002408.SZ","齐翔腾达","2013-08-09","23.5579","31.8680","25.2050","2.5731"
"002408.SZ","齐翔腾达","2013-08-16","22.3014","30.1684","23.8608","2.4358"
"002408.SZ","齐翔腾达","2013-08-23","21.6898","29.3409","23.2063","2.3690"
"002408.SZ","齐翔腾达","2013-08-30","19.7939","28.2004","22.3042","2.2769"
"002408.SZ","齐翔腾达","2013-09-06","21.2380","30.2578","23.9315","2.4431"
"002408.SZ","齐翔腾达","2013-09-13","21.0653","30.0118","23.7369","2.4232"
"002408.SZ","齐翔腾达","2013-09-18","21.4577","30.5709","24.1791","2.4683"
"002408.SZ","齐翔腾达","2013-09-27","21.9444","31.2642","24.7275","2.5243"
"002408.SZ","齐翔腾达","2013-09-30","21.9444","31.2642","24.7275","2.5243"
"002408.SZ","齐翔腾达","2013-10-11","21.8188","31.0853","24.5860","2.5099"
"002408.SZ","齐翔腾达","2013-10-18","22.9960","32.7625","25.9125","2.6453"
"002408.SZ","齐翔腾达","2013-10-25","23.2786","33.1651","26.2309","2.6778"
"002408.SZ","齐翔腾达","2013-11-01","22.7203","29.8776","23.6308","2.4124"
"002408.SZ","齐翔腾达","2013-11-08","21.8870","28.7818","22.7641","2.3239"
"002408.SZ","齐翔腾达","2013-11-15","22.8904","30.1013","23.8077","2.4304"
"002408.SZ","齐翔腾达","2013-11-22","24.0978","31.6891","25.0635","2.5586"
"002408.SZ","齐翔腾达","2013-11-29","25.1182","33.0309","26.1248","2.6670"
"002408.SZ","齐翔腾达","2013-12-06","26.0025","34.1938","27.0446","2.7609"
"002408.SZ","齐翔腾达","2013-12-13","26.0195","34.2161","27.0622","2.7627"
"002408.SZ","齐翔腾达","2013-12-20","25.1012","33.0085","26.1071","2.6652"
"002408.SZ","齐翔腾达","2013-12-27","24.2168","31.8456","25.1873","2.5713"
"002408.SZ","齐翔腾达","2014-01-03","23.8597","31.3760","22.7288","2.4178"
"002408.SZ","齐翔腾达","2014-01-10","22.5332","29.6316","21.4652","2.2834"
"002408.SZ","齐翔腾达","2014-01-17","23.3155","30.6604","22.2104","2.3627"
"002408.SZ","齐翔腾达","2014-01-24","23.9788","31.5325","22.8422","2.4299"
"002408.SZ","齐翔腾达","2014-01-30","21.7082","29.9671","21.7082","2.3092"
"002408.SZ","齐翔腾达","2014-02-07","22.0160","30.3920","22.0160","2.3420"
"002408.SZ","齐翔腾达","2014-02-14","23.5226","32.4718","23.5226","2.5023"
"002408.SZ","齐翔腾达","2014-02-21","23.1662","31.9798","23.1662","2.4643"
"002408.SZ","齐翔腾达","2014-02-28","24.0734","33.2322","24.0734","2.5609"
"002408.SZ","齐翔腾达","2014-03-07","22.6478","31.2642","22.6478","2.4092"
"002408.SZ","齐翔腾达","2014-03-14","22.8098","31.4878","22.8098","2.4264"
"002408.SZ","齐翔腾达","2014-03-21","22.9718","31.7114","22.9718","2.4437"
"002408.SZ","齐翔腾达","2014-03-28","22.2914","31.1167","22.2914","2.3713"
"002408.SZ","齐翔腾达","2014-04-04","22.6478","31.6142","22.6478","2.4092"
"002408.SZ","齐翔腾达","2014-04-11","23.1500","32.3152","23.1500","2.4626"
"002408.SZ","齐翔腾达","2014-04-18","22.3238","31.1619","22.3238","2.3747"
"002408.SZ","齐翔腾达","2014-04-25","21.3356","29.7825","21.3356","2.2696"
"002408.SZ","齐翔腾达","2014-04-30","23.9937","30.6870","21.9836","2.3385"
"002408.SZ","齐翔腾达","2014-05-09","24.5772","31.4333","22.5182","2.3954"
"002408.SZ","齐翔腾达","2014-05-16","24.4534","31.2750","22.4048","2.3834"
"002408.SZ","齐翔腾达","2014-05-23","24.8070","31.7273","22.7288","2.4178"
"002408.SZ","齐翔腾达","2014-05-30","23.7108","30.3252","21.7244","2.3110"
"002408.SZ","齐翔腾达","2014-06-06","24.6125","31.4785","22.5506","2.3989"
"002408.SZ","齐翔腾达","2014-06-13","24.2766","31.0489","22.2428","2.3661"
"002408.SZ","齐翔腾达","2014-06-20","23.7992","30.4383","21.8054","2.3196"
"002408.SZ","齐翔腾达","2014-06-27","24.1528","30.8906","22.1294","2.3541"
"002408.SZ","齐翔腾达","2014-07-04","24.9308","31.8856","22.8422","2.4299"
"002408.SZ","齐翔腾达","2014-07-11","26.2215","33.5364","24.0248","2.5557"
"002408.SZ","齐翔腾达","2014-07-18","27.2470","34.8480","24.9644","2.6556"
"002408.SZ","齐翔腾达","2014-07-25","27.5653","35.2551","25.2560","2.6867"
"002408.SZ","齐翔腾达","2014-08-01","28.8030","36.8380","26.3900","2.8073"
"002408.SZ","齐翔腾达","2014-08-08","28.6439","36.6345","26.2442","2.7918"
"002408.SZ","齐翔腾达","2014-08-15","28.7500","36.7702","26.3414","2.8021"
"002408.SZ","齐翔腾达","2014-08-22","28.0073","35.8204","25.6610","2.7297"
"002408.SZ","齐翔腾达","2014-08-29","28.5868","35.6621","25.5476","2.7177"
"002408.SZ","齐翔腾达","2014-09-05","29.7107","37.0642","26.5520","2.8245"
"002408.SZ","齐翔腾达","2014-09-12","30.2908","37.7878","27.0704","2.8797"
"002408.SZ","齐翔腾达","2014-09-19","28.6593","35.7526","25.6124","2.7246"
"002408.SZ","齐翔腾达","2014-09-26","28.6593","35.7526","25.6124","2.7246"
"002408.SZ","齐翔腾达","2014-09-30","28.9675","36.1370","25.8878","2.7539"
"002408.SZ","齐翔腾达","2014-10-10","29.3663","36.6345","26.2442","2.7918"
"002408.SZ","齐翔腾达","2014-10-17","30.8164","38.4436","27.5402","2.9296"
"002408.SZ","齐翔腾达","2014-10-24","30.6336","41.0894","29.4357","3.1313"
"002408.SZ","齐翔腾达","2014-10-31","30.5662","40.9990","29.3709","3.1244"
"002408.SZ","齐翔腾达","2014-11-07","31.8306","42.6950","30.5859","3.2536"
"002408.SZ","齐翔腾达","2014-11-14","28.8296","38.6698","27.7023","2.9469"
"002408.SZ","齐翔腾达","2014-11-21","29.2006","39.1673","28.0587","2.9848"
"002408.SZ","齐翔腾达","2014-11-28","29.3017","39.3029","28.1559","2.9951"
"002408.SZ","齐翔腾达","2014-12-05","28.5936","38.3532","27.4754","2.9227"
"002408.SZ","齐翔腾达","2014-12-12","28.5262","38.2627","27.4106","2.9159"
"002408.SZ","齐翔腾达","2014-12-19","27.8687","37.3808","26.7788","2.8486"
"002408.SZ","齐翔腾达","2014-12-26","27.5652","36.9737","26.4872","2.8176"
"002408.SZ","齐翔腾达","2014-12-31","27.5497","36.9511","30.5992","2.4975"
"002408.SZ","齐翔腾达","2015-01-09","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-01-16","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-01-23","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-01-30","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-02-06","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-02-13","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-02-17","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-02-27","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-03-06","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-03-13","29.4044","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-03-20","32.6592","39.4386","32.6592","2.6656"
"002408.SZ","齐翔腾达","2015-03-27","38.3895","46.3585","38.3895","3.1333"
"002408.SZ","齐翔腾达","2015-04-03","45.2250","54.6125","45.2250","3.6912"
"002408.SZ","齐翔腾达","2015-04-10","43.0153","51.9441","43.0153","3.5109"
"002408.SZ","齐翔腾达","2015-04-17","41.3112","49.8862","41.3112","3.3718"
"002408.SZ","齐翔腾达","2015-04-24","45.8940","52.8034","43.7269","3.5690"
"002408.SZ","齐翔腾达","2015-04-30","48.6261","55.9468","46.3299","3.7814"
"002408.SZ","齐翔腾达","2015-05-08","44.2627","50.9265","42.1726","3.4421"
"002408.SZ","齐翔腾达","2015-05-15","45.3634","52.1929","43.2213","3.5277"
"002408.SZ","齐翔腾达","2015-05-22","57.0508","58.2534","54.3569","4.4366"
"002408.SZ","齐翔腾达","2015-05-29","55.7442","56.9192","53.1119","4.3350"
"002408.SZ","齐翔腾达","2015-06-05","61.7903","63.0928","58.8725","4.8051"
"002408.SZ","齐翔腾达","2015-06-12","67.2846","67.1633","64.1074","5.2324"
"002408.SZ","齐翔腾达","2015-06-19","54.5090","54.4107","51.9351","4.2389"
"002408.SZ","齐翔腾达","2015-06-26","45.8323","45.7497","43.6681","3.5642"
"002408.SZ","齐翔腾达","2015-07-03","34.2278","34.1661","32.6116","2.6617"
"002408.SZ","齐翔腾达","2015-07-10","31.1404","31.0843","29.6699","2.4216"
"002408.SZ","齐翔腾达","2015-07-17","39.5244","39.4531","37.6580","3.0736"
"002408.SZ","齐翔腾达","2015-07-24","40.4825","40.4095","38.5709","3.1481"
"002408.SZ","齐翔腾达","2015-07-31","35.7982","35.7336","34.1078","2.7839"
"002408.SZ","齐翔腾达","2015-08-07","38.8057","38.7358","36.9733","3.0177"
"002408.SZ","齐翔腾达","2015-08-14","43.7829","43.7039","41.7154","3.4048"
"002408.SZ","齐翔腾达","2015-08-21","37.3956","35.8665","35.6298","2.9081"
"002408.SZ","齐翔腾达","2015-08-28","39.1107","32.6518","32.4363","2.6474"
"002408.SZ","齐翔腾达","2015-09-02","34.6554","28.9323","28.7414","2.3459"
"002408.SZ","齐翔腾达","2015-09-11","36.8194","30.7389","30.5361","2.4923"
"002409.SZ","雅克科技","2010-05-28","46.8756","30.9500","47.9170","15.3926"
"002409.SZ","雅克科技","2010-06-04","41.4232","27.3500","42.3435","13.6022"
"002409.SZ","雅克科技","2010-06-11","44.5281","29.4000","45.5173","14.6217"
"002409.SZ","雅克科技","2010-06-18","40.9083","27.0100","41.8171","13.4331"
"002409.SZ","雅克科技","2010-06-25","41.5595","27.4400","42.4828","13.6469"
"002409.SZ","雅克科技","2010-07-02","36.7584","24.2700","37.5750","12.0704"
"002409.SZ","雅克科技","2010-07-09","40.1813","26.5300","41.0740","13.1943"
"002409.SZ","雅克科技","2010-07-16","41.3021","27.2700","42.2196","13.5624"
"002409.SZ","雅克科技","2010-07-23","45.3156","29.9200","46.3224","14.8803"
"002409.SZ","雅克科技","2010-07-30","43.4679","28.7000","44.4336","14.2736"
"002409.SZ","雅克科技","2010-08-06","46.1487","30.4700","47.1739","15.1538"
"002409.SZ","雅克科技","2010-08-13","44.5584","29.4200","45.5483","14.6316"
"002409.SZ","雅克科技","2010-08-20","43.0287","28.4100","43.9846","14.1293"
"002409.SZ","雅克科技","2010-08-27","43.2294","28.0500","43.4272","13.9503"
"002409.SZ","雅克科技","2010-09-03","45.9418","29.8100","46.1521","14.8256"
"002409.SZ","雅克科技","2010-09-10","45.6952","29.6500","45.9044","14.7460"
"002409.SZ","雅克科技","2010-09-17","43.0907","27.9600","43.2879","13.9055"
"002409.SZ","雅克科技","2010-09-21","42.4896","27.5700","42.6841","13.7116"
"002409.SZ","雅克科技","2010-09-30","41.8732","27.1700","42.0648","13.5126"
"002409.SZ","雅克科技","2010-10-08","43.0753","27.9500","43.2724","13.9006"
"002409.SZ","雅克科技","2010-10-15","40.1933","26.0800","40.3773","12.9705"
"002409.SZ","雅克科技","2010-10-22","42.8749","27.8200","43.0712","13.8359"
"002409.SZ","雅克科技","2010-10-29","43.7382","31.2000","48.3041","15.5169"
"002409.SZ","雅克科技","2010-11-05","45.8130","32.6800","50.5954","16.2530"
"002409.SZ","雅克科技","2010-11-12","47.6634","34.0000","52.6391","16.9094"
"002409.SZ","雅克科技","2010-11-19","51.8550","36.9900","57.2682","18.3965"
"002409.SZ","雅克科技","2010-11-26","57.1540","40.7700","63.1204","20.2764"
"002409.SZ","雅克科技","2010-12-03","58.4718","41.7100","64.5758","20.7439"
"002409.SZ","雅克科技","2010-12-10","58.8783","42.0000","65.0247","20.8881"
"002409.SZ","雅克科技","2010-12-17","61.4437","43.8300","67.8580","21.7983"
"002409.SZ","雅克科技","2010-12-24","58.4578","41.7000","64.5603","20.7389"
"002409.SZ","雅克科技","2010-12-31","58.0653","41.4200","68.6440","4.2395"
"002409.SZ","雅克科技","2011-01-07","57.8970","41.3000","68.4451","4.2272"
"002409.SZ","雅克科技","2011-01-14","55.6540","39.7000","65.7935","4.0635"
"002409.SZ","雅克科技","2011-01-21","56.5372","40.3300","66.8376","4.1279"
"002409.SZ","雅克科技","2011-01-28","50.2849","35.8700","59.4462","3.6714"
"002409.SZ","雅克科技","2011-02-01","48.2101","34.3900","56.9934","3.5200"
"002409.SZ","雅克科技","2011-02-11","50.3971","35.9500","59.5788","3.6796"
"002409.SZ","雅克科技","2011-02-18","54.3223","38.7500","64.2191","3.9662"
"002409.SZ","雅克科技","2011-02-25","50.7055","36.1700","59.9434","3.7021"
"002409.SZ","雅克科技","2011-03-04","49.4298","35.2600","58.4353","3.6090"
"002409.SZ","雅克科技","2011-03-11","53.6914","38.3000","63.4733","3.9202"
"002409.SZ","雅克科技","2011-03-18","58.3596","41.6300","68.9920","4.2610"
"002409.SZ","雅克科技","2011-03-25","68.7435","41.4800","68.7435","4.2456"
