"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"300100.SZ","双林股份","2011-02-18","35.5401","36.6800","32.9346","4.3002"
"300100.SZ","双林股份","2011-02-25","36.7900","37.9700","34.0929","4.4515"
"300100.SZ","双林股份","2011-03-04","36.2184","37.3800","33.5631","4.3823"
"300100.SZ","双林股份","2011-03-11","36.8094","37.9900","34.1108","4.4538"
"300100.SZ","双林股份","2011-03-18","36.4703","37.6400","33.7966","4.4128"
"300100.SZ","双林股份","2011-03-25","36.7319","37.9100","34.0390","4.4444"
"300100.SZ","双林股份","2011-04-01","35.2688","36.4000","32.6832","4.2674"
"300100.SZ","双林股份","2011-04-08","35.9471","37.1000","33.3117","4.3495"
"300100.SZ","双林股份","2011-04-15","32.1804","35.8400","32.1804","4.2018"
"300100.SZ","双林股份","2011-04-22","31.7135","35.3200","31.7135","4.1408"
"300100.SZ","双林股份","2011-04-29","27.9290","33.5200","30.0973","3.9298"
"300100.SZ","双林股份","2011-05-06","26.9209","32.3100","29.0108","3.7879"
"300100.SZ","双林股份","2011-05-13","27.1208","32.5500","29.2263","3.8160"
"300100.SZ","双林股份","2011-05-20","24.4962","29.8597","26.3980","3.4467"
"300100.SZ","双林股份","2011-05-27","22.6590","27.6202","24.4181","3.1882"
"300100.SZ","双林股份","2011-06-03","22.9590","27.9858","24.7413","3.2304"
"300100.SZ","双林股份","2011-06-10","21.5342","26.2491","23.2060","3.0300"
"300100.SZ","双林股份","2011-06-17","20.1969","24.6190","21.7648","2.8418"
"300100.SZ","双林股份","2011-06-24","21.2467","25.8987","22.8962","2.9895"
"300100.SZ","双林股份","2011-07-01","21.9466","26.7518","23.6504","3.0880"
"300100.SZ","双林股份","2011-07-08","23.3714","28.4886","25.1858","3.2885"
"300100.SZ","双林股份","2011-07-15","25.6211","31.2308","27.6101","3.6050"
"300100.SZ","双林股份","2011-07-22","23.3902","29.7073","26.2633","3.4292"
"300100.SZ","双林股份","2011-07-29","21.6149","27.4526","24.2700","3.1689"
"300100.SZ","双林股份","2011-08-05","21.2911","27.0413","23.9063","3.1214"
"300100.SZ","双林股份","2011-08-12","20.7033","26.2948","23.2464","3.0353"
"300100.SZ","双林股份","2011-08-19","22.0467","28.0011","24.7548","3.2322"
"300100.SZ","双林股份","2011-08-26","22.9584","29.1589","25.7784","3.3659"
"300100.SZ","双林股份","2011-09-02","21.2311","26.9651","23.8390","3.1126"
"300100.SZ","双林股份","2011-09-09","20.5714","26.1272","23.0982","3.0159"
"300100.SZ","双林股份","2011-09-16","20.4274","25.9444","22.9366","2.9948"
"300100.SZ","双林股份","2011-09-23","19.7197","25.0456","22.1420","2.8910"
"300100.SZ","双林股份","2011-09-30","19.0120","24.1467","21.3473","2.7873"
"300100.SZ","双林股份","2011-10-14","20.5114","26.0510","23.0309","3.0071"
"300100.SZ","双林股份","2011-10-21","18.5392","24.5580","21.7110","2.8348"
"300100.SZ","双林股份","2011-10-28","19.4593","25.7768","22.7884","2.9755"
"300100.SZ","双林股份","2011-11-04","20.2874","26.8737","23.7582","3.1021"
"300100.SZ","双林股份","2011-11-11","21.5064","28.4886","25.1858","3.2885"
"300100.SZ","双林股份","2011-11-18","20.1838","26.7366","23.6369","3.0862"
"300100.SZ","双林股份","2011-11-25","19.9538","26.4319","23.3676","3.0511"
"300100.SZ","双林股份","2011-12-02","19.3788","25.6702","22.6942","2.9631"
"300100.SZ","双林股份","2011-12-09","18.3552","24.3143","21.4955","2.8066"
"300100.SZ","双林股份","2011-12-16","16.7221","22.1510","19.5830","2.5569"
"300100.SZ","双林股份","2011-12-23","15.8021","20.9322","18.5055","2.4162"
"300100.SZ","双林股份","2011-12-30","14.7670","19.5611","17.2934","2.2580"
"300100.SZ","双林股份","2012-01-06","14.0079","18.5556","12.5562","1.9268"
"300100.SZ","双林股份","2012-01-13","14.2840","18.9213","12.8036","1.9648"
"300100.SZ","双林股份","2012-01-20","15.4340","20.4447","13.8345","2.1230"
"300100.SZ","双林股份","2012-02-03","15.9861","21.1760","14.3293","2.1989"
"300100.SZ","双林股份","2012-02-10","15.9976","21.1912","14.3396","2.2005"
"300100.SZ","双林股份","2012-02-17","16.6186","22.0139","14.8963","2.2860"
"300100.SZ","双林股份","2012-02-24","17.3087","22.9280","15.5148","2.3809"
"300100.SZ","双林股份","2012-03-02","17.2397","22.8365","15.4530","2.3714"
"300100.SZ","双林股份","2012-03-09","17.5272","23.2174","15.7107","2.4109"
"300100.SZ","双林股份","2012-03-16","16.9061","22.3947","15.1540","2.3255"
"300100.SZ","双林股份","2012-03-23","16.9521","22.4557","15.1952","2.3318"
"300100.SZ","双林股份","2012-03-30","16.4116","21.7397","14.7107","2.2575"
"300100.SZ","双林股份","2012-04-06","16.1471","21.3893","14.4736","2.2211"
"300100.SZ","双林股份","2012-04-13","14.5458","21.4959","14.5458","2.2322"
"300100.SZ","双林股份","2012-04-20","14.6282","21.6178","14.6282","2.2448"
"300100.SZ","双林股份","2012-04-27","14.6980","20.5361","13.8963","2.1325"
"300100.SZ","双林股份","2012-05-04","15.1996","21.2369","14.3705","2.2053"
"300100.SZ","双林股份","2012-05-11","14.9379","20.8713","14.1231","2.1673"
"300100.SZ","双林股份","2012-05-18","14.5345","20.7609","13.7417","2.1088"
"300100.SZ","双林股份","2012-05-25","13.7276","19.6084","12.9788","1.9917"
"300100.SZ","双林股份","2012-06-01","14.8943","21.2749","14.0819","2.1610"
"300100.SZ","双林股份","2012-06-08","14.4036","20.5740","13.6180","2.0898"
"300100.SZ","双林股份","2012-06-15","14.8398","21.1970","14.0303","2.1531"
"300100.SZ","双林股份","2012-06-21","14.4800","20.6830","13.6901","2.1009"
"300100.SZ","双林股份","2012-06-29","14.0656","20.0912","13.2984","2.0407"
"300100.SZ","双林股份","2012-07-06","13.3024","19.0010","12.5768","1.9300"
"300100.SZ","双林股份","2012-07-13","12.8444","18.3469","12.1438","1.8636"
"300100.SZ","双林股份","2012-07-20","12.5609","17.9419","11.8758","1.8224"
"300100.SZ","双林股份","2012-07-27","12.4192","17.7394","11.7418","1.8019"
"300100.SZ","双林股份","2012-08-03","12.4017","16.9763","11.2366","1.7244"
"300100.SZ","双林股份","2012-08-10","12.7203","17.4124","11.5253","1.7686"
"300100.SZ","双林股份","2012-08-17","12.4131","16.9919","11.2469","1.7259"
"300100.SZ","双林股份","2012-08-24","12.8910","17.6460","11.6799","1.7924"
"300100.SZ","双林股份","2012-08-31","12.3904","16.9607","11.2263","1.7228"
"300100.SZ","双林股份","2012-09-07","13.3120","18.2223","12.0613","1.8509"
"300100.SZ","双林股份","2012-09-14","13.3347","18.2534","12.0820","1.8541"
"300100.SZ","双林股份","2012-09-21","12.3449","16.8984","11.1851","1.7164"
"300100.SZ","双林股份","2012-09-28","12.1514","16.6336","11.0098","1.6895"
"300100.SZ","双林股份","2012-10-12","12.3676","16.9296","11.2057","1.7196"
"300100.SZ","双林股份","2012-10-19","12.5952","17.2411","11.4119","1.7512"
"300100.SZ","双林股份","2012-10-26","12.0910","16.9451","11.2160","1.7212"
"300100.SZ","双林股份","2012-11-02","12.4133","17.3968","11.5150","1.7671"
"300100.SZ","双林股份","2012-11-09","11.9688","16.7738","11.1026","1.7038"
"300100.SZ","双林股份","2012-11-16","11.5576","16.1976","10.7212","1.6453"
"300100.SZ","双林股份","2012-11-23","11.7576","16.4779","10.9068","1.6737"
"300100.SZ","双林股份","2012-11-30","11.1242","15.5902","10.3191","1.5836"
"300100.SZ","双林股份","2012-12-07","11.3687","15.9328","10.5459","1.6184"
"300100.SZ","双林股份","2012-12-14","11.6909","16.3845","10.8449","1.6642"
"300100.SZ","双林股份","2012-12-21","13.0801","18.3313","12.1335","1.8620"
"300100.SZ","双林股份","2012-12-28","13.3912","18.7674","12.4222","1.9063"
"300100.SZ","双林股份","2013-01-04","12.7356","17.8485","14.6293","1.6845"
"300100.SZ","双林股份","2013-01-11","12.6355","17.7083","14.5144","1.6713"
"300100.SZ","双林股份","2013-01-18","12.9467","18.1444","14.8718","1.7124"
"300100.SZ","双林股份","2013-01-25","12.3911","17.3657","14.2335","1.6389"
"300100.SZ","双林股份","2013-02-01","12.8578","18.0198","14.7697","1.7006"
"300100.SZ","双林股份","2013-02-08","16.9585","23.7668","19.4801","2.2430"
"300100.SZ","双林股份","2013-02-22","16.6474","23.3307","19.1227","2.2019"
"300100.SZ","双林股份","2013-03-01","16.8696","23.6422","19.3780","2.2313"
"300100.SZ","双林股份","2013-03-08","16.5584","23.2061","19.0206","2.1901"
"300100.SZ","双林股份","2013-03-15","15.9917","22.4118","18.3695","2.1152"
"300100.SZ","双林股份","2013-03-22","16.5140","23.1438","18.9695","2.1842"
"300100.SZ","双林股份","2013-03-29","15.5360","21.7733","17.8462","2.0549"
"300100.SZ","双林股份","2013-04-03","15.7361","22.0536","18.0759","2.0813"
"300100.SZ","双林股份","2013-04-12","16.1695","22.6610","18.5738","2.1387"
"300100.SZ","双林股份","2013-04-19","19.1099","23.3151","19.1099","2.2004"
"300100.SZ","双林股份","2013-04-26","18.8171","22.9725","18.8291","2.1681"
"300100.SZ","双林股份","2013-05-03","19.4039","23.6889","19.4163","2.2357"
"300100.SZ","双林股份","2013-05-10","20.0163","24.4365","20.0291","2.3062"
"300100.SZ","双林股份","2013-05-17","20.2204","24.6857","20.2333","2.3298"
"300100.SZ","双林股份","2013-05-24","21.4834","26.2276","21.4971","2.4753"
"300100.SZ","双林股份","2013-05-31","21.7896","26.6014","21.8035","2.5106"
"300100.SZ","双林股份","2013-06-07","17.6051","22.1898","17.6164","2.0284"
"300100.SZ","双林股份","2013-06-14","16.7887","21.1607","16.7994","1.9344"
"300100.SZ","双林股份","2013-06-21","15.4364","19.4563","15.4463","1.7786"
"300100.SZ","双林股份","2013-06-28","13.7014","17.2695","13.7101","1.5786"
"300100.SZ","双林股份","2013-07-05","14.2117","17.9127","14.2208","1.6374"
"300100.SZ","双林股份","2013-07-12","14.5179","18.2986","14.5271","1.6727"
"300100.SZ","双林股份","2013-07-19","14.3393","18.0735","14.3484","1.6521"
"300100.SZ","双林股份","2013-07-26","15.1047","19.0382","15.1143","1.7403"
"300100.SZ","双林股份","2013-08-02","16.0487","20.2281","16.0590","1.8491"
"300100.SZ","双林股份","2013-08-09","15.9722","20.1316","15.9824","1.8403"
"300100.SZ","双林股份","2013-08-16","17.5510","22.1898","17.6164","2.0284"
"300100.SZ","双林股份","2013-08-23","17.4493","22.0612","17.5143","2.0167"
"300100.SZ","双林股份","2013-08-30","16.3301","20.6462","16.3909","1.8873"
"300100.SZ","双林股份","2013-09-06","16.7879","21.2251","16.8505","1.9402"
"300100.SZ","双林股份","2013-09-13","16.6099","20.9999","16.6717","1.9197"
"300100.SZ","双林股份","2013-09-18","16.2792","20.5819","16.3398","1.8814"
"300100.SZ","双林股份","2013-09-27","16.2283","20.5176","16.2888","1.8756"
"300100.SZ","双林股份","2013-09-30","16.6607","21.0643","16.7228","1.9255"
"300100.SZ","双林股份","2013-10-11","16.8388","21.2894","16.9015","1.9461"
"300100.SZ","双林股份","2013-10-18","17.1949","21.7396","17.2590","1.9873"
"300100.SZ","双林股份","2013-10-25","18.2957","21.8682","17.3611","1.9990"
"300100.SZ","双林股份","2013-11-01","19.0490","22.7687","18.0759","2.0813"
"300100.SZ","双林股份","2013-11-08","18.7800","22.4471","17.8206","2.0519"
"300100.SZ","双林股份","2013-11-15","18.5109","22.1255","17.5653","2.0226"
"300100.SZ","双林股份","2013-11-22","19.5602","23.3797","18.5610","2.1372"
"300100.SZ","双林股份","2013-11-29","19.8293","23.7013","18.8163","2.1666"
"300100.SZ","双林股份","2013-12-06","18.3226","21.9004","17.3866","2.0020"
"300100.SZ","双林股份","2013-12-13","18.8338","22.5114","17.8717","2.0578"
"300100.SZ","双林股份","2013-12-20","18.3226","21.9004","17.3866","2.0020"
"300100.SZ","双林股份","2013-12-27","19.3719","23.1546","18.3823","2.1166"
"300100.SZ","双林股份","2014-01-03","19.4526","23.2511","19.7583","2.0556"
"300100.SZ","双林股份","2014-01-10","20.1252","24.0551","20.4415","2.1267"
"300100.SZ","双林股份","2014-01-17","20.3674","24.3445","20.6875","2.1523"
"300100.SZ","双林股份","2014-01-24","21.0131","25.1163","21.3434","2.2205"
"300100.SZ","双林股份","2014-01-30","20.9862","25.0842","21.3160","2.2177"
"300100.SZ","双林股份","2014-02-07","21.6050","25.8238","21.9446","2.2831"
"300100.SZ","双林股份","2014-02-14","22.8158","27.2710","23.1744","2.4110"
"300100.SZ","双林股份","2014-02-21","22.7889","27.2388","23.1470","2.4082"
"300100.SZ","双林股份","2014-02-28","21.2283","25.3736","21.5620","2.2433"
"300100.SZ","双林股份","2014-03-07","21.4436","25.6309","21.7806","2.2660"
"300100.SZ","双林股份","2014-03-14","20.0714","23.9907","20.3869","2.1210"
"300100.SZ","双林股份","2014-03-21","20.3136","24.2802","20.6328","2.1466"
"300100.SZ","双林股份","2014-03-28","19.1297","22.8652","19.4304","2.0215"
"300100.SZ","双林股份","2014-04-04","19.5871","23.4119","19.8950","2.0698"
"300100.SZ","双林股份","2014-04-11","19.8293","23.7013","20.1409","2.0954"
"300100.SZ","双林股份","2014-04-18","20.0983","24.0229","20.4142","2.1239"
"300100.SZ","双林股份","2014-04-25","18.4303","22.5757","19.1844","1.9959"
"300100.SZ","双林股份","2014-04-30","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-05-09","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-05-16","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-05-23","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-05-30","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-06-06","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-06-13","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-06-20","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-06-27","17.8789","21.9004","18.6105","1.9362"
"300100.SZ","双林股份","2014-07-04","17.5639","21.9004","18.2826","1.9021"
"300100.SZ","双林股份","2014-07-11","17.5639","21.9004","18.2826","1.9021"
"300100.SZ","双林股份","2014-07-18","17.5639","21.9004","18.2826","1.9021"
"300100.SZ","双林股份","2014-07-25","17.5639","21.9004","18.2826","1.9021"
"300100.SZ","双林股份","2014-08-01","17.5639","21.9004","18.2826","1.9021"
"300100.SZ","双林股份","2014-08-08","23.1560","28.8732","24.1035","2.5077"
"300100.SZ","双林股份","2014-08-15","23.1035","28.8077","24.0489","2.5020"
"300100.SZ","双林股份","2014-08-22","23.4173","29.8553","24.9234","2.5930"
"300100.SZ","双林股份","2014-08-29","22.5700","28.7750","24.0215","2.4992"
"300100.SZ","双林股份","2014-09-05","23.1092","29.4624","24.5954","2.5589"
"300100.SZ","双林股份","2014-09-12","23.4430","29.8880","24.9507","2.5958"
"300100.SZ","双林股份","2014-09-19","24.3930","31.0992","25.9618","2.7010"
"300100.SZ","双林股份","2014-09-26","24.8295","31.6557","26.4264","2.7494"
"300100.SZ","双林股份","2014-09-30","26.5755","33.8818","28.2847","2.9427"
"300100.SZ","双林股份","2014-10-10","27.9621","35.6495","29.7605","3.0962"
"300100.SZ","双林股份","2014-10-17","27.2688","34.7657","29.0226","3.0195"
"300100.SZ","双林股份","2014-10-24","30.0826","38.3666","32.0287","3.3322"
"300100.SZ","双林股份","2014-10-31","31.9563","40.7564","34.0237","3.5398"
"300100.SZ","双林股份","2014-11-07","29.9286","38.1702","31.8647","3.3152"
"300100.SZ","双林股份","2014-11-14","28.3885","36.2060","30.2250","3.1446"
"300100.SZ","双林股份","2014-11-21","31.8280","40.5927","33.8870","3.5255"
"300100.SZ","双林股份","2014-11-28","35.5498","45.3394","37.8496","3.9378"
"300100.SZ","双林股份","2014-12-05","32.5467","41.5093","34.6522","3.6052"
"300100.SZ","双林股份","2014-12-12","32.8547","41.9021","34.9802","3.6393"
"300100.SZ","双林股份","2014-12-19","40.1696","36.5007","42.7683","4.4495"
"300100.SZ","双林股份","2014-12-26","40.6380","36.9262","43.2669","4.5014"
"300100.SZ","双林股份","2014-12-31","37.3956","33.9800","30.7364","2.1593"
"300100.SZ","双林股份","2015-01-09","40.8901","37.1554","33.6087","2.3610"
"300100.SZ","双林股份","2015-01-16","42.4393","38.5630","34.8820","2.4505"
"300100.SZ","双林股份","2015-01-23","43.5921","39.6106","35.8295","2.5171"
"300100.SZ","双林股份","2015-01-30","51.7341","47.0089","42.5216","2.9872"
"300100.SZ","双林股份","2015-02-06","51.7341","47.0089","42.5216","2.9872"
"300100.SZ","双林股份","2015-02-13","53.4994","48.6130","43.9726","3.0891"
"300100.SZ","双林股份","2015-02-17","55.7691","50.6754","45.8381","3.2202"
"300100.SZ","双林股份","2015-02-27","56.2014","51.0682","46.1934","3.2451"
"300100.SZ","双林股份","2015-03-06","52.0223","47.2708","42.7585","3.0038"
"300100.SZ","双林股份","2015-03-13","55.5169","50.4462","45.6308","3.2056"
"300100.SZ","双林股份","2015-03-20","60.5246","54.9965","49.7468","3.4947"
"300100.SZ","双林股份","2015-03-27","60.7768","55.2257","49.9540","3.5093"
"300100.SZ","双林股份","2015-04-03","71.6928","65.1447","58.9262","4.1396"
"300100.SZ","双林股份","2015-04-10","75.4756","68.5820","62.0354","4.3580"
"300100.SZ","双林股份","2015-04-17","73.6023","66.8797","60.4956","4.2499"
"300100.SZ","双林股份","2015-04-24","53.4340","69.7277","63.0718","4.4308"
"300100.SZ","双林股份","2015-04-30","50.1728","65.4721","59.2223","4.1604"
"300100.SZ","双林股份","2015-05-08","52.6313","68.6802","62.1242","4.3643"
"300100.SZ","双林股份","2015-05-15","53.2083","69.4331","62.8053","4.4121"
"300100.SZ","双林股份","2015-05-22","66.4790","86.7505","78.4696","5.5125"
"300100.SZ","双林股份","2015-05-29","68.6615","90.0436","81.0458","5.6935"
"300100.SZ","双林股份","2015-06-05","74.3812","97.5445","87.7971","6.1678"
"300100.SZ","双林股份","2015-06-12","72.2489","94.7481","85.2802","5.9910"
"300100.SZ","双林股份","2015-06-19","62.2143","81.5886","73.4357","5.1589"
"300100.SZ","双林股份","2015-06-26","53.7911","70.1728","63.4932","4.4604"
"300100.SZ","双林股份","2015-07-03","35.3059","46.0581","41.6739","2.9276"
"300100.SZ","双林股份","2015-07-10","29.3543","38.2940","34.6489","2.4341"
"300100.SZ","双林股份","2015-07-17","39.0635","50.9600","46.1092","3.2392"
"300100.SZ","双林股份","2015-07-24","46.7551","60.9941","55.1882","3.8770"
"300100.SZ","双林股份","2015-07-31","43.3002","56.4870","51.1101","3.5905"
"300100.SZ","双林股份","2015-08-07","44.8385","58.4938","52.9259","3.7181"
"300100.SZ","双林股份","2015-08-14","46.1751","60.2374","54.5035","3.8289"
"300100.SZ","双林股份","2015-08-21","31.4578","49.1835","44.5018","3.1263"
"300100.SZ","双林股份","2015-08-28","28.9117","45.2027","40.9000","2.8733"
"300100.SZ","双林股份","2015-09-02","25.0400","39.1494","35.4228","2.4885"
"300100.SZ","双林股份","2015-09-11","29.3536","45.8936","41.5251","2.9172"
"300101.SZ","振芯科技","2010-08-06","112.0571","69.9100","122.6469","32.0565"
"300101.SZ","振芯科技","2010-08-13","115.2308","71.8900","126.1205","32.9644"
"300101.SZ","振芯科技","2010-08-20","114.1889","71.2400","124.9802","32.6663"
"300101.SZ","振芯科技","2010-08-27","116.5932","72.7400","127.6117","33.3542"
"300101.SZ","振芯科技","2010-09-03","125.1846","78.1000","137.0150","35.8119"
"300101.SZ","振芯科技","2010-09-10","118.6128","74.0000","129.8222","33.9319"
"300101.SZ","振芯科技","2010-09-17","117.8916","73.5500","129.0327","33.7256"
"300101.SZ","振芯科技","2010-09-21","120.6966","75.3000","132.1029","34.5280"
"300101.SZ","振芯科技","2010-09-30","114.4133","71.5779","125.2258","32.7305"
"300101.SZ","振芯科技","2010-10-08","116.2246","72.7110","127.2082","33.2487"
"300101.SZ","振芯科技","2010-10-15","111.2236","69.5824","121.7346","31.8180"
"300101.SZ","振芯科技","2010-10-22","120.0234","75.0876","131.3660","34.3354"
"300101.SZ","振芯科技","2010-10-29","135.9291","89.2467","156.1375","40.8100"
"300101.SZ","振芯科技","2010-11-05","130.7211","85.8273","150.1552","39.2464"
"300101.SZ","振芯科技","2010-11-12","129.8047","85.2256","149.1025","38.9713"
"300101.SZ","振芯科技","2010-11-19","137.4564","90.2495","157.8919","41.2685"
"300101.SZ","振芯科技","2010-11-26","155.7840","102.2828","178.9441","46.7710"
"300101.SZ","振芯科技","2010-12-03","144.9402","95.1631","166.4882","43.5154"
"300101.SZ","振芯科技","2010-12-10","161.8931","106.2939","185.9615","48.6052"
"300101.SZ","振芯科技","2010-12-17","178.5406","117.2241","205.0840","53.6032"
"300101.SZ","振芯科技","2010-12-24","166.0321","109.0114","190.7158","49.8478"
"300101.SZ","振芯科技","2010-12-31","165.0394","108.3596","133.1555","10.5300"
"300101.SZ","振芯科技","2011-01-07","158.8691","104.3084","128.1772","10.1363"
"300101.SZ","振芯科技","2011-01-14","147.9948","97.1686","119.4037","9.4425"
"300101.SZ","振芯科技","2011-01-21","133.6229","87.7326","107.8084","8.5255"
"300101.SZ","振芯科技","2011-01-28","128.9189","84.6440","104.0131","8.2254"
"300101.SZ","振芯科技","2011-02-01","129.7894","85.2156","104.7154","8.2809"
"300101.SZ","振芯科技","2011-02-11","134.4019","88.2440","108.4368","8.5752"
"300101.SZ","振芯科技","2011-02-18","137.0135","89.9587","110.5439","8.7418"
"300101.SZ","振芯科技","2011-02-25","151.2021","99.2745","121.9914","9.6471"
"300101.SZ","振芯科技","2011-03-04","133.6535","87.7526","107.8330","8.5275"
"300101.SZ","振芯科技","2011-03-11","140.7707","92.4255","113.5752","8.9816"
"300101.SZ","振芯科技","2011-03-18","108.9790","88.6852","108.9790","8.6181"
"300101.SZ","振芯科技","2011-03-25","110.1742","89.6579","110.1742","8.7126"
"300101.SZ","振芯科技","2011-04-01","100.3164","81.6357","100.3164","7.9330"
"300101.SZ","振芯科技","2011-04-08","103.0150","83.8318","103.0150","8.1465"
"300101.SZ","振芯科技","2011-04-15","99.8235","81.2346","99.8235","7.8941"
"300101.SZ","振芯科技","2011-04-22","91.9777","76.3839","93.5267","7.3961"
"300101.SZ","振芯科技","2011-04-29","83.3738","69.2386","84.7779","6.7043"
"300101.SZ","振芯科技","2011-05-06","81.2167","67.4473","82.5845","6.5308"
"300101.SZ","振芯科技","2011-05-13","80.9501","67.2259","82.3134","6.5094"
"300101.SZ","振芯科技","2011-05-20","80.2957","66.6824","81.6480","6.4567"
"300101.SZ","振芯科技","2011-05-27","69.0742","57.3634","70.2375","5.5544"
"300101.SZ","振芯科技","2011-06-03","64.0330","53.1769","65.1114","5.1490"
"300101.SZ","振芯科技","2011-06-10","63.4998","52.7341","64.5692","5.1062"
"300101.SZ","振芯科技","2011-06-17","63.3786","52.6334","64.4460","5.0964"
"300101.SZ","振芯科技","2011-06-24","69.6801","57.8666","70.8536","5.6031"
"300101.SZ","振芯科技","2011-07-01","71.0616","59.0138","72.2583","5.7142"
"300101.SZ","振芯科技","2011-07-08","77.0723","64.0055","78.3702","6.1975"
"300101.SZ","振芯科技","2011-07-15","80.0291","66.4610","81.3769","6.4353"
"300101.SZ","振芯科技","2011-07-22","80.9016","67.1856","82.2641","6.5055"
"300101.SZ","振芯科技","2011-07-29","80.7077","67.0246","82.0669","6.4899"
"300101.SZ","振芯科技","2011-08-05","77.4600","64.3275","78.7645","6.2287"
"300101.SZ","振芯科技","2011-08-12","78.5265","65.2131","79.8489","6.3145"
"300101.SZ","振芯科技","2011-08-19","73.1217","60.7247","74.3531","5.8799"
"300101.SZ","振芯科技","2011-08-26","82.9379","71.4124","87.4395","6.9147"
"300101.SZ","振芯科技","2011-09-02","80.7873","69.5606","85.1722","6.7354"
"300101.SZ","振芯科技","2011-09-09","76.7432","66.0786","80.9086","6.3983"
"300101.SZ","振芯科技","2011-09-16","73.7511","63.5023","77.7541","6.1488"
"300101.SZ","振芯科技","2011-09-23","78.2393","67.3667","82.4859","6.5230"
"300101.SZ","振芯科技","2011-09-30","70.4317","60.6442","74.2546","5.8721"
"300101.SZ","振芯科技","2011-10-14","70.6421","60.8253","74.4764","5.8896"
"300101.SZ","振芯科技","2011-10-21","65.3358","56.2564","68.8820","5.4472"
"300101.SZ","振芯科技","2011-10-28","72.6081","61.5902","75.4129","5.9637"
"300101.SZ","振芯科技","2011-11-04","82.0994","69.6412","85.2708","6.7432"
"300101.SZ","振芯科技","2011-11-11","85.1366","72.2175","88.4253","6.9927"
"300101.SZ","振芯科技","2011-11-18","81.1265","68.8159","84.2603","6.6633"
"300101.SZ","振芯科技","2011-11-25","84.2112","71.4325","87.4641","6.9167"
"300101.SZ","振芯科技","2011-12-02","82.5977","70.0638","85.7883","6.7842"
"300101.SZ","振芯科技","2011-12-09","79.2520","67.2259","82.3134","6.5094"
"300101.SZ","振芯科技","2011-12-16","77.1165","65.4144","80.0954","6.3340"
"300101.SZ","振芯科技","2011-12-23","80.1537","67.9907","83.2499","6.5834"
"300101.SZ","振芯科技","2011-12-30","74.8623","63.5023","77.7541","6.1488"
"300101.SZ","振芯科技","2012-01-06","63.3067","53.7002","77.6152","5.0105"
